700338.142453,4972922.50480,61.4575467721
700338.070159,4972922.57367,61.4520321232
700337.997865,4972922.64254,61.4465209302
700337.925572,4972922.71141,61.4410131912
700337.853278,4972922.78028,61.4355089039
700337.780983,4972922.84916,61.4300080663
700337.708689,4972922.91803,61.4245106762
700337.636395,4972922.98690,61.4190167314
700337.564100,4972923.05577,61.4135262298
700337.491806,4972923.12464,61.4080391693
700337.419511,4972923.19352,61.4025555477
700337.347216,4972923.26239,61.3970753629
700337.274921,4972923.33126,61.3915986127
700337.202626,4972923.40013,61.3861252951
700337.130330,4972923.46901,61.3806554078
700337.058035,4972923.53788,61.3751889488
700336.985739,4972923.60675,61.3697259158
700336.913443,4972923.67563,61.3642663068
700336.841147,4972923.74450,61.3588101196
700336.768851,4972923.81337,61.3533573520
700336.696555,4972923.88225,61.3479080007
700336.624259,4972923.95112,61.3424620646
700336.551962,4972924.01999,61.3370195418
700336.479666,4972924.08887,61.3315804301
700336.407369,4972924.15774,61.3261447274
700336.335072,4972924.22662,61.3207124314
700336.262775,4972924.29549,61.3152835402
700336.190478,4972924.36436,61.3098580509
700336.120892,4972924.43580,61.3044079014
700336.056473,4972924.51209,61.2989091734
700335.992476,4972924.58873,61.2934117276
700335.928903,4972924.66573,61.2879157060
700335.865756,4972924.74307,61.2824212507
700335.803037,4972924.82076,61.2769285038
700335.740748,4972924.89880,61.2714376070
700335.678890,4972924.97718,61.2659487023
700335.617467,4972925.05590,61.2604619312
700335.556479,4972925.13496,61.2549774353
700335.495928,4972925.21436,61.2494952912
700335.435817,4972925.29409,61.2440157633
700335.376147,4972925.37415,61.2385389337
700335.316920,4972925.45453,61.2330649436
700335.258137,4972925.53525,61.2275939340
700335.199801,4972925.61628,61.2221260458
700335.141914,4972925.69764,61.2166614199
700335.084477,4972925.77932,61.2112001968
700335.027491,4972925.86131,61.2057425170
700334.970959,4972925.94362,61.2002885210
700334.914882,4972926.02624,61.1948383489
700334.859262,4972926.10916,61.1893921408
700334.804101,4972926.19239,61.1839500368
700334.749400,4972926.27593,61.1785121765
700334.695162,4972926.35977,61.1730786997
700334.641387,4972926.44390,61.1676497458
700334.588077,4972926.52833,61.1622254542
700334.535234,4972926.61306,61.1568059642
700334.482860,4972926.69807,61.1513914147
700334.430956,4972926.78338,61.1459819446
700334.379523,4972926.86896,61.1405776927
700334.328564,4972926.95484,61.1351787976
700334.278080,4972927.04099,61.1297853952
700334.228072,4972927.12742,61.1243976246
700334.178542,4972927.21412,61.1190156256
700334.129491,4972927.30110,61.1136395363
700334.080922,4972927.38835,61.1082694945
700334.032834,4972927.47586,61.1029056393
700333.985231,4972927.56364,61.0975481051
700333.938113,4972927.65168,61.0921970307
700333.891481,4972927.73998,61.0868525531
700333.845338,4972927.82854,61.0815148093
700333.799685,4972927.91735,61.0761839359
700333.754522,4972928.00641,61.0708600694
700333.709852,4972928.09572,61.0655433462
700333.665676,4972928.18528,61.0602339023
700333.621994,4972928.27508,61.0549318737
700333.578810,4972928.36512,61.0496373960
700333.536123,4972928.45539,61.0443506047
700333.493934,4972928.54590,61.0390716352
700333.452247,4972928.63665,61.0338006225
700333.411061,4972928.72762,61.0285377014
700333.370378,4972928.81882,61.0232830099
700333.330199,4972928.91024,61.0180366759
700333.290525,4972929.00188,61.0127988369
700333.251358,4972929.09375,61.0075696266
700333.212699,4972929.18582,61.0023491788
700333.174548,4972929.27811,60.9971376271
700333.136908,4972929.37061,60.9919351045
700333.099779,4972929.46332,60.9867417441
700333.063163,4972929.55623,60.9815576785
700333.027060,4972929.64934,60.9763830403
700332.991472,4972929.74265,60.9712179616
700332.956399,4972929.83616,60.9660625743
700332.921844,4972929.92986,60.9609170101
700332.887806,4972930.02374,60.9557814003
700332.854287,4972930.11782,60.9506558766
700332.821288,4972930.21208,60.9455405693
700332.788810,4972930.30652,60.9404356089
700332.756854,4972930.40114,60.9353411255
700332.725421,4972930.49593,60.9302572490
700332.694511,4972930.59090,60.9251840374
700332.664127,4972930.68604,60.9201215506
700332.634268,4972930.78134,60.9150698737
700332.604936,4972930.87681,60.9100291090
700332.576132,4972930.97244,60.9049993585
700332.547856,4972931.06823,60.8999807239
700332.520109,4972931.16417,60.8949733062
700332.492893,4972931.26027,60.8899772062
700332.466208,4972931.35651,60.8849925240
700332.440054,4972931.45290,60.8800193025
700332.414433,4972931.54944,60.8750577497
700332.389346,4972931.64611,60.8701079121
700332.364793,4972931.74293,60.8651698884
700332.340775,4972931.83987,60.8602437767
700332.317293,4972931.93695,60.8553296749
700332.294348,4972932.03416,60.8504276801
700332.271939,4972932.13150,60.8455378894
700332.250069,4972932.22895,60.8406603991
700332.228737,4972932.32653,60.8357953052
700332.207944,4972932.42422,60.8309427035
700332.187691,4972932.52203,60.8261026891
700332.167979,4972932.61995,60.8212753566
700332.148807,4972932.71798,60.8164608006
700332.130178,4972932.81611,60.8116591148
700332.112090,4972932.91434,60.8068703928
700332.094546,4972933.01267,60.8020947278
700332.077545,4972933.11110,60.7973322122
700332.061088,4972933.20963,60.7925829385
700332.045175,4972933.30824,60.7878469984
700332.029807,4972933.40694,60.7831244834
700332.014984,4972933.50572,60.7784154845
700332.000708,4972933.60458,60.7737200923
700331.986977,4972933.70353,60.7690383941
700331.973794,4972933.80254,60.7643704819
700331.961157,4972933.90163,60.7597164459
700331.949068,4972934.00079,60.7550763752
700331.937527,4972934.10001,60.7504503583
700331.926534,4972934.1993,60.7458384834
700331.916090,4972934.29865,60.7412408383
700331.906195,4972934.39805,60.7366575103
700331.896849,4972934.49751,60.7320885863
700331.888052,4972934.59702,60.7275341530
700331.879806,4972934.69657,60.7229942962
700331.872109,4972934.79617,60.7184691019
700331.864963,4972934.89581,60.7139586551
700331.858367,4972934.99549,60.7094630409
700331.852323,4972935.09521,60.7049823435
700331.846829,4972935.19496,60.7005166471
700331.841886,4972935.29474,60.6960660352
700331.837495,4972935.39454,60.6916305910
700331.833655,4972935.49437,60.6872103972
700331.830367,4972935.59422,60.6828055388
700331.827631,4972935.69409,60.6784160926
700331.825446,4972935.79397,60.6740421425
700331.823813,4972935.89386,60.6696837697
700331.822733,4972935.99376,60.6653410546
700331.822204,4972936.09366,60.6610140775
700331.822227,4972936.19357,60.6567029182
700331.822803,4972936.29348,60.6524076559
700331.823930,4972936.39338,60.6481283694
700331.825609,4972936.49327,60.6438651373
