id|Niv_1|Niv_2|Niv_3|Niv_4|Niv_5|Niv_6|Niv_7|Niv_8|attribute|valeur|
1010|road||||||||name|j10|
1010|road||||||||length|40.500000|
1010|road||||||||id|1010|
1010|road||||||||junction|1|
1010|road|link|predecessor||||||elementType|road|
1010|road|link|predecessor||||||elementId|3|
1010|road|link|predecessor||||||contactPoint|start|
1010|road|link|successor||||||elementType|road|
1010|road|link|successor||||||elementId|4|
1010|road|link|successor||||||contactPoint|end|
1010|road|type|speed||||||max|13|
1010|road|type|speed||||||unit|m/s|
1010|road|type|||||||s|0.000000|
1010|road|type|||||||type|town|
1010|road|planView|geometry||||||s|0.000000|
1010|road|planView|geometry||||||x|700338.922967|
1010|road|planView|geometry||||||y|4972954.220380|
1010|road|planView|geometry||||||hdg|3.725468|
1010|road|planView|geometry||||||length|14.200000|
1010|road|planView|geometry|poly3|||||a|0.000000|
1010|road|planView|geometry|poly3|||||b|0.000000|
1010|road|planView|geometry|poly3|||||c|-0.001211|
1010|road|planView|geometry|poly3|||||d|-0.000089|
1010|road|planView|geometry||||||s|14.200000|
1010|road|planView|geometry||||||x|700327.066246|
1010|road|planView|geometry||||||y|4972946.407780|
1010|road|planView|geometry||||||hdg|3.648494|
1010|road|planView|geometry||||||length|16.600000|
1010|road|planView|geometry|poly3|||||a|0.000000|
1010|road|planView|geometry|poly3|||||b|0.000000|
1010|road|planView|geometry|poly3|||||c|0.031570|
1010|road|planView|geometry|poly3|||||d|0.000079|
1010|road|planView|geometry||||||s|30.800000|
1010|road|planView|geometry||||||x|700311.070942|
1010|road|planView|geometry||||||y|4972945.680310|
1010|road|planView|geometry||||||hdg|2.725584|
1010|road|planView|geometry||||||length|7.200000|
1010|road|planView|geometry|poly3|||||a|0.000000|
1010|road|planView|geometry|poly3|||||b|0.000000|
1010|road|planView|geometry|poly3|||||c|0.044261|
1010|road|planView|geometry|poly3|||||d|-0.000301|
1010|road|planView|geometry||||||s|38.000000|
1010|road|planView|geometry||||||x|700305.205854|
1010|road|planView|geometry||||||y|4972949.775350|
1010|road|planView|geometry||||||hdg|2.400193|
1010|road|planView|geometry||||||length|2.500000|
1010|road|planView|geometry|poly3|||||a|0.000000|
1010|road|planView|geometry|poly3|||||b|0.000000|
1010|road|planView|geometry|poly3|||||c|-0.000002|
1010|road|planView|geometry|poly3|||||d|0.000001|
1010|road|lanes|laneSection||||||s|0.000000|
1010|road|lanes|laneSection||||||singleSide|true|
1010|road|lanes|laneSection|center|lane||||type|driving|
1010|road|lanes|laneSection|center|lane||||id|0|
1010|road|lanes|laneSection|center|lane||||level|true|
1010|road|lanes|laneSection|center|lane|link|predecessor||id|0|
1010|road|lanes|laneSection|center|lane|link|successor||id|0|
1010|road|lanes|laneSection|center|lane|roadMark|||sOffset|0.000000|
1010|road|lanes|laneSection|center|lane|roadMark|||type|solid|
1010|road|lanes|laneSection|center|lane|roadMark|||weight|standard|
1010|road|lanes|laneSection|center|lane|roadMark|||color|standard|
1010|road|lanes|laneSection|center|lane|roadMark|||material|standard|
1010|road|lanes|laneSection|center|lane|roadMark|||width|0.080000|
1010|road|lanes|laneSection|center|lane|roadMark|||laneChange|none|
1010|road|lanes|laneSection|center|lane|roadMark|||height|0.000000|
1010|road|lanes|laneSection|right|lane||||type|driving|
1010|road|lanes|laneSection|right|lane||||id|-1|
1010|road|lanes|laneSection|right|lane||||level|true|
1010|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
1010|road|lanes|laneSection|right|lane|link|successor||id|-1|
1010|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
1010|road|lanes|laneSection|right|lane|width|||a|3.802942|
1010|road|lanes|laneSection|right|lane|width|||b|0.012264|
1010|road|lanes|laneSection|right|lane|width|||c|0.015153|
1010|road|lanes|laneSection|right|lane|width|||d|-0.001106|
1010|road|lanes|laneSection|right|lane|roadMark|||sOffset|0.000000|
1010|road|lanes|laneSection|right|lane|roadMark|||type|solid|
1010|road|lanes|laneSection|right|lane|roadMark|||weight|standard|
1010|road|lanes|laneSection|right|lane|roadMark|||color|standard|
1010|road|lanes|laneSection|right|lane|roadMark|||material|standard|
1010|road|lanes|laneSection|right|lane|roadMark|||width|0.080000|
1010|road|lanes|laneSection|right|lane|roadMark|||laneChange|none|
1010|road|lanes|laneSection|right|lane|roadMark|||height|0.000000|
1010|road|lanes|laneSection||||||s|9.600000|
1010|road|lanes|laneSection||||||singleSide|true|
1010|road|lanes|laneSection|center|lane||||type|driving|
1010|road|lanes|laneSection|center|lane||||id|0|
1010|road|lanes|laneSection|center|lane||||level|true|
1010|road|lanes|laneSection|center|lane|link|predecessor||id|0|
1010|road|lanes|laneSection|center|lane|link|successor||id|0|
1010|road|lanes|laneSection|center|lane|roadMark|||sOffset|0.000000|
1010|road|lanes|laneSection|center|lane|roadMark|||type|solid|
1010|road|lanes|laneSection|center|lane|roadMark|||weight|standard|
1010|road|lanes|laneSection|center|lane|roadMark|||color|standard|
1010|road|lanes|laneSection|center|lane|roadMark|||material|standard|
1010|road|lanes|laneSection|center|lane|roadMark|||width|0.080000|
1010|road|lanes|laneSection|center|lane|roadMark|||laneChange|none|
1010|road|lanes|laneSection|center|lane|roadMark|||height|0.000000|
1010|road|lanes|laneSection|right|lane||||type|driving|
1010|road|lanes|laneSection|right|lane||||id|-1|
1010|road|lanes|laneSection|right|lane||||level|true|
1010|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
1010|road|lanes|laneSection|right|lane|link|successor||id|-1|
1010|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
1010|road|lanes|laneSection|right|lane|width|||a|4.338487|
1010|road|lanes|laneSection|right|lane|width|||b|-0.015233|
1010|road|lanes|laneSection|right|lane|width|||c|0.013056|
1010|road|lanes|laneSection|right|lane|width|||d|-0.002071|
1010|road|lanes|laneSection|right|lane|roadMark|||sOffset|0.000000|
1010|road|lanes|laneSection|right|lane|roadMark|||type|solid|
1010|road|lanes|laneSection|right|lane|roadMark|||weight|standard|
1010|road|lanes|laneSection|right|lane|roadMark|||color|standard|
1010|road|lanes|laneSection|right|lane|roadMark|||material|standard|
1010|road|lanes|laneSection|right|lane|roadMark|||width|0.080000|
1010|road|lanes|laneSection|right|lane|roadMark|||laneChange|none|
1010|road|lanes|laneSection|right|lane|roadMark|||height|0.000000|
1010|road|lanes|laneSection||||||s|17.100000|
1010|road|lanes|laneSection||||||singleSide|true|
1010|road|lanes|laneSection|center|lane||||type|driving|
1010|road|lanes|laneSection|center|lane||||id|0|
1010|road|lanes|laneSection|center|lane||||level|true|
