id|Niv_1|Niv_2|Niv_3|Niv_4|Niv_5|Niv_6|Niv_7|Niv_8|attribute|valeur|
road3|road||||||||name|pin de france|
road3|road||||||||length|27.000000|
road3|road||||||||id|3|
road3|road||||||||junction|-1|
road3|road|link|predecessor||||||elementType|road|
road3|road|link|predecessor||||||elementId|-1|
road3|road|link|predecessor||||||contactPoint|start|
road3|road|link|successor||||||elementType|junction|
road3|road|link|successor||||||elementId|1|
road3|road|link|successor||||||contactPoint|end|
road3|road|type|speed||||||max|13|
road3|road|type|speed||||||unit|m/s|
road3|road|type|||||||s|0.000000|
road3|road|type|||||||type|town|
road3|road|planView|geometry||||||s|0.000000|
road3|road|planView|geometry||||||x|700357.738731|
road3|road|planView|geometry||||||y|4972903.879600|
road3|road|planView|geometry||||||hdg|2.350015|
road3|road|planView|geometry||||||length|27.000000|
road3|road|planView|geometry|poly3|||||a|0.000000|
road3|road|planView|geometry|poly3|||||b|0.000000|
road3|road|planView|geometry|poly3|||||c|-0.003339|
road3|road|planView|geometry|poly3|||||d|-0.000016|
road3|road|lanes|laneSection||||||s|0.000000|
road3|road|lanes|laneSection||||||singleSide|false|
road3|road|lanes|laneSection|center|lane||||type|driving|
road3|road|lanes|laneSection|center|lane||||id|0|
road3|road|lanes|laneSection|center|lane||||level|true|
road3|road|lanes|laneSection|center|lane|link|predecessor||id|0|
road3|road|lanes|laneSection|center|lane|link|successor||id|0|
road3|road|lanes|laneSection|center|lane|roadMark|||sOffset|0.000000|
road3|road|lanes|laneSection|center|lane|roadMark|||type|solid|
road3|road|lanes|laneSection|center|lane|roadMark|||weight|standard|
road3|road|lanes|laneSection|center|lane|roadMark|||color|standard|
road3|road|lanes|laneSection|center|lane|roadMark|||material|standard|
road3|road|lanes|laneSection|center|lane|roadMark|||width|0.140000|
road3|road|lanes|laneSection|center|lane|roadMark|||laneChange|none|
road3|road|lanes|laneSection|center|lane|roadMark|||height|0.000000|
road3|road|lanes|laneSection|left|lane||||type|driving|
road3|road|lanes|laneSection|left|lane||||id|1|
road3|road|lanes|laneSection|left|lane||||level|true|
road3|road|lanes|laneSection|left|lane|link|predecessor||id|1|
road3|road|lanes|laneSection|left|lane|link|successor||id|1|
road3|road|lanes|laneSection|left|lane|width|||sOffset|0.000000|
road3|road|lanes|laneSection|left|lane|width|||a|2.512001|
road3|road|lanes|laneSection|left|lane|width|||b|0.015340|
road3|road|lanes|laneSection|left|lane|width|||c|-0.000536|
road3|road|lanes|laneSection|left|lane|width|||d|-0.000041|
road3|road|lanes|laneSection|left|lane|roadMark|||sOffset|0.000000|
road3|road|lanes|laneSection|left|lane|roadMark|||type|broken|
road3|road|lanes|laneSection|left|lane|roadMark|||weight|standard|
road3|road|lanes|laneSection|left|lane|roadMark|||color|standard|
road3|road|lanes|laneSection|left|lane|roadMark|||material|standard|
road3|road|lanes|laneSection|left|lane|roadMark|||width|0.140000|
road3|road|lanes|laneSection|left|lane|roadMark|||laneChange|none|
road3|road|lanes|laneSection|left|lane|roadMark|||height|0.000000|
road3|road|lanes|laneSection|right|lane||||type|driving|
road3|road|lanes|laneSection|right|lane||||id|-1|
road3|road|lanes|laneSection|right|lane||||level|true|
road3|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
road3|road|lanes|laneSection|right|lane|link|successor||id|-1|
road3|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
road3|road|lanes|laneSection|right|lane|width|||a|2.728542|
road3|road|lanes|laneSection|right|lane|width|||b|0.005099|
road3|road|lanes|laneSection|right|lane|width|||c|0.001940|
road3|road|lanes|laneSection|right|lane|width|||d|-0.000047|
road3|road|lanes|laneSection|right|lane|roadMark|||sOffset|0.000000|
road3|road|lanes|laneSection|right|lane|roadMark|||type|broken|
road3|road|lanes|laneSection|right|lane|roadMark|||weight|standard|
road3|road|lanes|laneSection|right|lane|roadMark|||color|standard|
road3|road|lanes|laneSection|right|lane|roadMark|||material|standard|
road3|road|lanes|laneSection|right|lane|roadMark|||width|0.140000|
road3|road|lanes|laneSection|right|lane|roadMark|||laneChange|none|
road3|road|lanes|laneSection|right|lane|roadMark|||height|0.000000|
road3|road|lanes|laneSection||||||s|8.600000|
road3|road|lanes|laneSection||||||singleSide|false|
road3|road|lanes|laneSection|center|lane||||type|driving|
road3|road|lanes|laneSection|center|lane||||id|0|
road3|road|lanes|laneSection|center|lane||||level|true|
road3|road|lanes|laneSection|center|lane|link|predecessor||id|0|
road3|road|lanes|laneSection|center|lane|link|successor||id|0|
road3|road|lanes|laneSection|center|lane|roadMark|||sOffset|0.000000|
road3|road|lanes|laneSection|center|lane|roadMark|||type|solid|
road3|road|lanes|laneSection|center|lane|roadMark|||weight|standard|
road3|road|lanes|laneSection|center|lane|roadMark|||color|standard|
road3|road|lanes|laneSection|center|lane|roadMark|||material|standard|
road3|road|lanes|laneSection|center|lane|roadMark|||width|0.140000|
road3|road|lanes|laneSection|center|lane|roadMark|||laneChange|none|
road3|road|lanes|laneSection|center|lane|roadMark|||height|0.000000|
road3|road|lanes|laneSection|left|lane||||type|driving|
road3|road|lanes|laneSection|left|lane||||id|1|
road3|road|lanes|laneSection|left|lane||||level|true|
road3|road|lanes|laneSection|left|lane|link|predecessor||id|1|
road3|road|lanes|laneSection|left|lane|link|successor||id|1|
road3|road|lanes|laneSection|left|lane|width|||sOffset|0.000000|
