id|Niv_1|Niv_2|Niv_3|Niv_4|Niv_5|Niv_6|Niv_7|Niv_8|attribute|valeur|
4|road||||||||name|road4|
4|road||||||||length|21.300000|
4|road||||||||id|4|
4|road||||||||junction|-1|
4|road|link|predecessor||||||elementType|road|
4|road|link|predecessor||||||elementId|-1|
4|road|link|predecessor||||||contactPoint|start|
4|road|link|successor||||||elementType|junction|
4|road|link|successor||||||elementId|1|
4|road|link|successor||||||contactPoint|end|
4|road|type|speed||||||max|13|
4|road|type|speed||||||unit|m/s|
4|road|type|||||||s|0.000000|
4|road|type|||||||type|town|
4|road|planView|geometry||||||s|0.000000|
4|road|planView|geometry||||||x|70.983419|
4|road|planView|geometry||||||y|-6.458111|
4|road|planView|geometry||||||hdg|3.658999|
4|road|planView|geometry||||||length|21.300000|
4|road|planView|geometry|poly3|||||a|0.000000|
4|road|planView|geometry|poly3|||||b|0.000000|
4|road|planView|geometry|poly3|||||c|0.000653|
4|road|planView|geometry|poly3|||||d|0.000004|
4|road|lanes|laneSection||||||s|0.000000|
4|road|lanes|laneSection||||||singleSide|false|
4|road|lanes|laneSection|center|lane||||type|driving|
4|road|lanes|laneSection|center|lane||||id|0|
4|road|lanes|laneSection|center|lane||||level|true|
4|road|lanes|laneSection|center|lane|link|predecessor||id|0|
4|road|lanes|laneSection|center|lane|link|successor||id|0|
4|road|lanes|laneSection|center|lane|roadMark|||sOffset|0.000000|
4|road|lanes|laneSection|center|lane|roadMark|||type|solid|
4|road|lanes|laneSection|center|lane|roadMark|||weight|standard|
4|road|lanes|laneSection|center|lane|roadMark|||color|standard|
4|road|lanes|laneSection|center|lane|roadMark|||material|standard|
4|road|lanes|laneSection|center|lane|roadMark|||width|0.080000|
4|road|lanes|laneSection|center|lane|roadMark|||laneChange|none|
4|road|lanes|laneSection|center|lane|roadMark|||height|0.000000|
4|road|lanes|laneSection|right|lane||||type|driving|
4|road|lanes|laneSection|right|lane||||id|-1|
4|road|lanes|laneSection|right|lane||||level|true|
4|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
4|road|lanes|laneSection|right|lane|link|successor||id|-1|
4|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
4|road|lanes|laneSection|right|lane|width|||a|3.300000|
4|road|lanes|laneSection|right|lane|width|||b|0.000000|
4|road|lanes|laneSection|right|lane|width|||c|-0.000000|
4|road|lanes|laneSection|right|lane|width|||d|0.000000|
