id|Niv_1|Niv_2|Niv_3|Niv_4|Niv_5|Niv_6|Niv_7|Niv_8|attribute|valeur|
1005|road||||||||name|J5|
1005|road||||||||length|45.300000|
1005|road||||||||id|1005|
1005|road||||||||junction|1|
1005|road|link|predecessor||||||elementType|road|
1005|road|link|predecessor||||||elementId|1|
1005|road|link|predecessor||||||contactPoint|start|
1005|road|link|successor||||||elementType|road|
1005|road|link|successor||||||elementId|3|
1005|road|link|successor||||||contactPoint|end|
1005|road|type|speed||||||max|8|
1005|road|type|speed||||||unit|m/s|
1005|road|type|||||||s|0.000000|
1005|road|type|||||||type|town|
1005|road|planView|geometry||||||s|0.000000|
1005|road|planView|geometry||||||x|15.647000|
1005|road|planView|geometry||||||y|-17.167000|
1005|road|planView|geometry||||||hdg|5.541785|
1005|road|planView|geometry||||||length|16.000000|
1005|road|planView|geometry|poly3|||||a|0.000000|
1005|road|planView|geometry|poly3|||||b|0.000000|
1005|road|planView|geometry|poly3|||||c|-0.000318|
1005|road|planView|geometry|poly3|||||d|0.000017|
1005|road|planView|geometry||||||s|16.000000|
1005|road|planView|geometry||||||x|27.453890|
1005|road|planView|geometry||||||y|-27.964293|
1005|road|planView|geometry||||||hdg|5.639463|
1005|road|planView|geometry||||||length|20.900000|
1005|road|planView|geometry|poly3|||||a|0.000000|
1005|road|planView|geometry|poly3|||||b|0.000000|
1005|road|planView|geometry|poly3|||||c|0.000167|
1005|road|planView|geometry|poly3|||||d|-0.000007|
1005|road|planView|geometry||||||s|36.900000|
1005|road|planView|geometry||||||x|44.165339|
1005|road|planView|geometry||||||y|-40.515030|
1005|road|planView|geometry||||||hdg|5.552490|
1005|road|planView|geometry||||||length|8.400000|
1005|road|planView|geometry|poly3|||||a|0.000000|
1005|road|planView|geometry|poly3|||||b|0.000000|
1005|road|planView|geometry|poly3|||||c|0.000000|
1005|road|planView|geometry|poly3|||||d|-0.000000|
1005|road|lanes|laneSection||||||s|0.000000|
1005|road|lanes|laneSection||||||singleSide|true|
1005|road|lanes|laneSection|center|lane||||type|driving|
1005|road|lanes|laneSection|center|lane||||id|0|
1005|road|lanes|laneSection|center|lane||||level|true|
1005|road|lanes|laneSection|center|lane|link|predecessor||id|0|
1005|road|lanes|laneSection|center|lane|link|successor||id|0|
1005|road|lanes|laneSection|right|lane||||type|driving|
1005|road|lanes|laneSection|right|lane||||id|-1|
1005|road|lanes|laneSection|right|lane||||level|true|
1005|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
1005|road|lanes|laneSection|right|lane|link|successor||id|-1|
1005|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
1005|road|lanes|laneSection|right|lane|width|||a|2.601153|
1005|road|lanes|laneSection|right|lane|width|||b|0.020501|
1005|road|lanes|laneSection|right|lane|width|||c|0.000888|
1005|road|lanes|laneSection|right|lane|width|||d|-0.000043|
1005|road|lanes|laneSection||||||s|17.400000|
1005|road|lanes|laneSection||||||singleSide|true|
1005|road|lanes|laneSection|center|lane||||type|driving|
1005|road|lanes|laneSection|center|lane||||id|0|
1005|road|lanes|laneSection|center|lane||||level|true|
1005|road|lanes|laneSection|center|lane|link|predecessor||id|0|
1005|road|lanes|laneSection|center|lane|link|successor||id|0|
1005|road|lanes|laneSection|right|lane||||type|driving|
1005|road|lanes|laneSection|right|lane||||id|-1|
1005|road|lanes|laneSection|right|lane||||level|true|
1005|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
1005|road|lanes|laneSection|right|lane|link|successor||id|-1|
1005|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
1005|road|lanes|laneSection|right|lane|width|||a|3.000000|
1005|road|lanes|laneSection|right|lane|width|||b|-0.000194|
1005|road|lanes|laneSection|right|lane|width|||c|0.000037|
1005|road|lanes|laneSection|right|lane|width|||d|-0.000002|
1005|road|objects|object||||||type|bicycle / pedestrian crossing|
1005|road|objects|object||||||name|passage1|
1005|road|objects|object||||||id|3001|
1005|road|objects|object||||||s|0.000000|
1005|road|objects|object||||||t|0.000000|
1005|road|objects|object||||||zOffset|0.000000|
1005|road|objects|object||||||validLength|4.000000|
1005|road|objects|object||||||orientation|+|
1005|road|objects|object||||||length|4.000000|
1005|road|objects|object||||||width|6.000000|
1005|road|objects|object||||||radius|0.000000|
1005|road|objects|object||||||height|0.000000|
1005|road|objects|object||||||hdg|0.000000|
1005|road|objects|object||||||pitch|0.000000|
1005|road|objects|object||||||roll|0.000000|
1005|road|signals|signal||||||name|light1|
1005|road|signals|signal||||||s|2.000000|
1005|road|signals|signal||||||t|3.000000|
1005|road|signals|signal||||||id|2001|
1005|road|signals|signal||||||dynamic|yes|
1005|road|signals|signal||||||orientation|+|
1005|road|signals|signal||||||zOffset|0.000000|
1005|road|signals|signal||||||country|DEU|
1005|road|signals|signal||||||type|1000002|
1005|road|signals|signal||||||subtype|-1|
1005|road|signals|signal||||||value|30.000000|
1005|road|signals|signal||||||unit|m/s|
1005|road|signals|signal||||||height|2.15|
1005|road|signals|signal||||||width|0.15|
1005|road|signals|signal||||||hOffset|0.0|
1005|road|signals|signal||||||pitch|0.0|
1005|road|signals|signal||||||roll|0.0|
1005|road|signals|signal||||||text|trafficlight|
1005|road|signals|signal||||||name|light5|
1005|road|signals|signal||||||s|2.000000|
1005|road|signals|signal||||||t|-3.500000|
1005|road|signals|signal||||||id|2005|
1005|road|signals|signal||||||dynamic|yes|
1005|road|signals|signal||||||orientation|+|
1005|road|signals|signal||||||zOffset|0.000000|
1005|road|signals|signal||||||country|DEU|
1005|road|signals|signal||||||type|1000002|
1005|road|signals|signal||||||subtype|-1|
1005|road|signals|signal||||||value|30.000000|
1005|road|signals|signal||||||unit|m/s|
1005|road|signals|signal||||||height|2.15|
1005|road|signals|signal||||||width|0.15|
1005|road|signals|signal||||||hOffset|0.0|
1005|road|signals|signal||||||pitch|0.0|
1005|road|signals|signal||||||roll|0.0|
1005|road|signals|signal||||||text|trafficlight|
1005|road|signals|signal||||||name|trilight1|
1005|road|signals|signal||||||s|2.000000|
1005|road|signals|signal||||||t|-4.500000|
1005|road|signals|signal||||||id|2009|
1005|road|signals|signal||||||dynamic|yes|
1005|road|signals|signal||||||orientation|+|
1005|road|signals|signal||||||zOffset|0.000000|
1005|road|signals|signal||||||country|DEU|
1005|road|signals|signal||||||type|1000001|
1005|road|signals|signal||||||subtype|-1|
1005|road|signals|signal||||||value|30.000000|
1005|road|signals|signal||||||unit|m/s|
1005|road|signals|signal||||||height|3.9|
1005|road|signals|signal||||||width|0.15|
1005|road|signals|signal||||||hOffset|0.0|
1005|road|signals|signal||||||pitch|0.0|
1005|road|signals|signal||||||roll|0.0|
1005|road|signals|signal||||||text|trafficlight|
