id|Niv_1|Niv_2|Niv_3|Niv_4|Niv_5|Niv_6|Niv_7|Niv_8|attribute|valeur|
1008|road||||||||name|J8|
1008|road||||||||length|51.700000|
1008|road||||||||id|1008|
1008|road||||||||junction|1|
1008|road|link|predecessor||||||elementType|road|
1008|road|link|predecessor||||||elementId|4|
1008|road|link|predecessor||||||contactPoint|start|
1008|road|link|successor||||||elementType|road|
1008|road|link|successor||||||elementId|2|
1008|road|link|successor||||||contactPoint|end|
1008|road|type|speed||||||max|13|
1008|road|type|speed||||||unit|m/s|
1008|road|type|||||||s|0.000000|
1008|road|type|||||||type|town|
1008|road|planView|geometry||||||s|0.000000|
1008|road|planView|geometry||||||x|50.954297|
1008|road|planView|geometry||||||y|-14.587094|
1008|road|planView|geometry||||||hdg|3.725616|
1008|road|planView|geometry||||||length|21.900000|
1008|road|planView|geometry|poly3|||||a|0.000000|
1008|road|planView|geometry|poly3|||||b|0.000000|
1008|road|planView|geometry|poly3|||||c|0.000178|
1008|road|planView|geometry|poly3|||||d|-0.000007|
1008|road|planView|geometry||||||s|21.900000|
1008|road|planView|geometry||||||x|32.678403|
1008|road|planView|geometry||||||y|-26.653413|
1008|road|planView|geometry||||||hdg|3.701035|
1008|road|planView|geometry||||||length|6.400000|
1008|road|planView|geometry|poly3|||||a|0.000000|
1008|road|planView|geometry|poly3|||||b|0.000000|
1008|road|planView|geometry|poly3|||||c|-0.000000|
1008|road|planView|geometry|poly3|||||d|0.000000|
1008|road|planView|geometry||||||s|28.300000|
1008|road|planView|geometry||||||x|27.254074|
1008|road|planView|geometry||||||y|-30.049978|
1008|road|planView|geometry||||||hdg|3.814741|
1008|road|planView|geometry||||||length|23.400000|
1008|road|planView|geometry|poly3|||||a|0.000000|
1008|road|planView|geometry|poly3|||||b|0.000000|
1008|road|planView|geometry|poly3|||||c|0.000034|
1008|road|planView|geometry|poly3|||||d|-0.000001|
1008|road|lanes|laneSection||||||s|0.000000|
1008|road|lanes|laneSection||||||singleSide|true|
1008|road|lanes|laneSection|center|lane||||type|driving|
1008|road|lanes|laneSection|center|lane||||id|0|
1008|road|lanes|laneSection|center|lane||||level|true|
1008|road|lanes|laneSection|center|lane|link|predecessor||id|0|
1008|road|lanes|laneSection|center|lane|link|successor||id|0|
1008|road|lanes|laneSection|right|lane||||type|driving|
1008|road|lanes|laneSection|right|lane||||id|-1|
1008|road|lanes|laneSection|right|lane||||level|true|
1008|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
1008|road|lanes|laneSection|right|lane|link|successor||id|-1|
1008|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
1008|road|lanes|laneSection|right|lane|width|||a|3.884880|
1008|road|lanes|laneSection|right|lane|width|||b|0.048513|
1008|road|lanes|laneSection|right|lane|width|||c|0.005159|
1008|road|lanes|laneSection|right|lane|width|||d|-0.000498|
1008|road|lanes|laneSection||||||s|10.800000|
1008|road|lanes|laneSection||||||singleSide|true|
1008|road|lanes|laneSection|center|lane||||type|driving|
1008|road|lanes|laneSection|center|lane||||id|0|
1008|road|lanes|laneSection|center|lane||||level|true|
1008|road|lanes|laneSection|center|lane|link|predecessor||id|0|
1008|road|lanes|laneSection|center|lane|link|successor||id|0|
1008|road|lanes|laneSection|right|lane||||type|driving|
1008|road|lanes|laneSection|right|lane||||id|-1|
1008|road|lanes|laneSection|right|lane||||level|true|
1008|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
1008|road|lanes|laneSection|right|lane|link|successor||id|-1|
1008|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
1008|road|lanes|laneSection|right|lane|width|||a|4.382753|
1008|road|lanes|laneSection|right|lane|width|||b|-0.005390|
1008|road|lanes|laneSection|right|lane|width|||c|0.009671|
1008|road|lanes|laneSection|right|lane|width|||d|-0.001498|
1008|road|lanes|laneSection||||||s|18.000000|
1008|road|lanes|laneSection||||||singleSide|true|
1008|road|lanes|laneSection|center|lane||||type|driving|
1008|road|lanes|laneSection|center|lane||||id|0|
1008|road|lanes|laneSection|center|lane||||level|true|
1008|road|lanes|laneSection|center|lane|link|predecessor||id|0|
1008|road|lanes|laneSection|center|lane|link|successor||id|0|
1008|road|lanes|laneSection|right|lane||||type|driving|
1008|road|lanes|laneSection|right|lane||||id|-1|
1008|road|lanes|laneSection|right|lane||||level|true|
1008|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
1008|road|lanes|laneSection|right|lane|link|successor||id|-1|
1008|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
1008|road|lanes|laneSection|right|lane|width|||a|4.286093|
1008|road|lanes|laneSection|right|lane|width|||b|-0.055984|
1008|road|lanes|laneSection|right|lane|width|||c|-0.005099|
1008|road|lanes|laneSection|right|lane|width|||d|0.000231|
1008|road|lanes|laneSection||||||s|28.600000|
1008|road|lanes|laneSection||||||singleSide|true|
1008|road|lanes|laneSection|center|lane||||type|driving|
1008|road|lanes|laneSection|center|lane||||id|0|
1008|road|lanes|laneSection|center|lane||||level|true|
1008|road|lanes|laneSection|center|lane|link|predecessor||id|0|
1008|road|lanes|laneSection|center|lane|link|successor||id|0|
1008|road|lanes|laneSection|right|lane||||type|driving|
1008|road|lanes|laneSection|right|lane||||id|-1|
1008|road|lanes|laneSection|right|lane||||level|true|
1008|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
1008|road|lanes|laneSection|right|lane|link|successor||id|-1|
1008|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
1008|road|lanes|laneSection|right|lane|width|||a|3.394558|
1008|road|lanes|laneSection|right|lane|width|||b|0.032360|
1008|road|lanes|laneSection|right|lane|width|||c|0.000413|
1008|road|lanes|laneSection|right|lane|width|||d|-0.000020|
1008|road|lanes|laneSection||||||s|46.900000|
1008|road|lanes|laneSection||||||singleSide|true|
1008|road|lanes|laneSection|center|lane||||type|driving|
1008|road|lanes|laneSection|center|lane||||id|0|
1008|road|lanes|laneSection|center|lane||||level|true|
1008|road|lanes|laneSection|center|lane|link|predecessor||id|0|
1008|road|lanes|laneSection|center|lane|link|successor||id|0|
1008|road|lanes|laneSection|right|lane||||type|driving|
1008|road|lanes|laneSection|right|lane||||id|-1|
1008|road|lanes|laneSection|right|lane||||level|true|
1008|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
1008|road|lanes|laneSection|right|lane|link|successor||id|-1|
1008|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
1008|road|lanes|laneSection|right|lane|width|||a|4.004006|
1008|road|lanes|laneSection|right|lane|width|||b|-0.077636|
1008|road|lanes|laneSection|right|lane|width|||c|-0.000000|
1008|road|lanes|laneSection|right|lane|width|||d|0.000000|
1008|road|objects|object||||||type|bicycle / pedestrian crossing|
1008|road|objects|object||||||name|passage4|
1008|road|objects|object||||||id|3004|
1008|road|objects|object||||||s|0.000000|
1008|road|objects|object||||||t|1.75.000000|
1008|road|objects|object||||||zOffset|0.000000|
1008|road|objects|object||||||validLength|4.000000|
1008|road|objects|object||||||orientation|+|
1008|road|objects|object||||||length|4.000000|
1008|road|objects|object||||||width|9.000000|
1008|road|objects|object||||||radius|0.000000|
1008|road|objects|object||||||height|0.000000|
1008|road|objects|object||||||hdg|0.000000|
1008|road|objects|object||||||pitch|0.000000|
1008|road|objects|object||||||roll|0.000000|
1008|road|signals|signal||||||name|light4|
1008|road|signals|signal||||||s|2.000000|
1008|road|signals|signal||||||t|7.000000|
1008|road|signals|signal||||||id|2004|
1008|road|signals|signal||||||dynamic|yes|
1008|road|signals|signal||||||orientation|+|
1008|road|signals|signal||||||zOffset|0.000000|
1008|road|signals|signal||||||country|DEU|
1008|road|signals|signal||||||type|1000002|
1008|road|signals|signal||||||subtype|-1|
1008|road|signals|signal||||||value|30.000000|
1008|road|signals|signal||||||unit|m/s|
1008|road|signals|signal||||||height|2.15|
1008|road|signals|signal||||||width|0.15|
1008|road|signals|signal||||||hOffset|0.0|
1008|road|signals|signal||||||pitch|0.0|
1008|road|signals|signal||||||roll|0.0|
1008|road|signals|signal||||||text|trafficlight|
1008|road|signals|signal||||||name|light8|
1008|road|signals|signal||||||s|2.000000|
1008|road|signals|signal||||||t|-3.500000|
1008|road|signals|signal||||||id|2008|
1008|road|signals|signal||||||dynamic|yes|
1008|road|signals|signal||||||orientation|+|
1008|road|signals|signal||||||zOffset|0.000000|
1008|road|signals|signal||||||country|DEU|
1008|road|signals|signal||||||type|1000002|
